similarity_score_cow,similarity_score_elephant,similarity_score_horse,similarity_score_spider,most_similar_target,true_target,CORRECT,filename,parent_dir
0.29950625,0.19994383,0.25060362,0.18643905,cow,cow,1,8753545.jpg,Train
0.25693855,0.17732757,0.18904588,0.16423528,cow,cow,1,3860800.jpg,Train
0.3141224,0.22441058,0.26276568,0.18900147,cow,cow,1,1284293.jpg,Train
0.28840742,0.2053821,0.23406003,0.17549141,cow,cow,1,3484869.jpg,Train
0.23839992,0.15689711,0.18094885,0.14903848,cow,cow,1,1098616.jpg,Train
0.2572172,0.15176766,0.20706965,0.15547286,cow,cow,1,8501285.jpg,Train
0.28102055,0.20576495,0.21580927,0.17730896,cow,cow,1,9203292.jpg,Train
0.2741045,0.18054794,0.21857862,0.16168603,cow,cow,1,9602390.jpg,Train
0.24074818,0.1646532,0.20045023,0.14304584,cow,cow,1,4546596.jpg,Train
0.28928468,0.18768136,0.22327937,0.17705075,cow,cow,1,3306825.jpg,Train
0.27508098,0.17580894,0.20517246,0.16933924,cow,cow,1,7515893.jpg,Train
0.31284967,0.19026881,0.20954134,0.17866854,cow,cow,1,8788155.jpg,Train
0.30549338,0.18512051,0.22856344,0.1882853,cow,cow,1,4067208.jpg,Train
0.259654,0.15824524,0.21405303,0.15598308,cow,cow,1,1644068.jpg,Train
0.26986834,0.19477108,0.23880558,0.19211155,cow,cow,1,7341928.jpg,Train
0.26608023,0.15658818,0.2005733,0.17082524,cow,cow,1,9685957.jpg,Train
0.24491799,0.16269161,0.17745768,0.15089019,cow,cow,1,4676823.jpg,Train
0.30199832,0.23918515,0.2766607,0.20611481,cow,cow,1,1144582.jpg,Train
0.3122238,0.19847113,0.23283206,0.18303017,cow,cow,1,7750422.jpg,Train
0.29098618,0.20070873,0.23464558,0.17921928,cow,cow,1,3993356.jpg,Train
0.26315936,0.1615436,0.20436601,0.15954943,cow,cow,1,9845993.jpg,Train
0.22421044,0.20754777,0.21116224,0.18723698,cow,cow,1,3201970.jpg,Train
0.32443178,0.21511057,0.23855582,0.21362668,cow,cow,1,8500560.jpg,Train
0.28514916,0.19107798,0.22252533,0.18459673,cow,cow,1,3991596.jpg,Train
0.23775463,0.19107346,0.2184527,0.16164452,cow,cow,1,4251689.jpg,Train
0.262653,0.19075815,0.21692368,0.16562302,cow,cow,1,7112258.jpg,Train
0.2726003,0.17818123,0.25076336,0.17245811,cow,cow,1,1737643.jpg,Train
0.24004684,0.15595458,0.1987575,0.15392864,cow,cow,1,7006952.jpg,Train
0.279166,0.19213827,0.2292525,0.18868622,cow,cow,1,4784069.jpg,Train
0.26885366,0.18205054,0.22916315,0.17802902,cow,cow,1,6757312.jpg,Train
0.29191133,0.17683087,0.2260802,0.17810598,cow,cow,1,6568628.jpg,Train
0.22684601,0.14096147,0.19415317,0.14471008,cow,cow,1,6574214.jpg,Train
0.252231,0.16617505,0.20685908,0.16071583,cow,cow,1,8296572.jpg,Train
0.2519593,0.15811674,0.18629839,0.1656552,cow,cow,1,7433538.jpg,Train
0.26810205,0.1696039,0.21090724,0.18591668,cow,cow,1,1390346.jpg,Train
0.2352264,0.17718118,0.19858126,0.14415173,cow,cow,1,6181240.jpg,Train
0.26504585,0.17540504,0.20495735,0.15827061,cow,cow,1,3856235.jpg,Train
0.28051677,0.1752918,0.19759353,0.17463732,cow,cow,1,8502821.jpg,Train
0.32545352,0.21544036,0.25091305,0.18775176,cow,cow,1,6311600.jpg,Train
0.3276927,0.20646894,0.2430581,0.19655706,cow,cow,1,3010350.jpg,Train
0.2748481,0.16552071,0.20519033,0.17305413,cow,cow,1,4580507.jpg,Train
0.2850529,0.18962815,0.26612595,0.19730821,cow,cow,1,2824763.jpg,Train
0.30203724,0.2016938,0.22875136,0.17711455,cow,cow,1,5858394.jpg,Train
0.27120844,0.18182944,0.1999604,0.16198161,cow,cow,1,5374906.jpg,Train
0.2906452,0.20925882,0.27012083,0.17545046,cow,cow,1,3381181.jpg,Train
0.298061,0.19033962,0.22839643,0.17880084,cow,cow,1,3532662.jpg,Train
0.26756915,0.17889303,0.20915262,0.17989072,cow,cow,1,5873924.jpg,Train
0.26887253,0.18087609,0.20545147,0.16195521,cow,cow,1,5252686.jpg,Train
0.2896294,0.17938083,0.21489798,0.1742905,cow,cow,1,7158581.jpg,Train
0.2819958,0.18354462,0.2169904,0.1763741,cow,cow,1,5274866.jpg,Train
0.26002058,0.15456958,0.20750931,0.16054165,cow,cow,1,8859670.jpg,Train
0.26476017,0.17649874,0.20146516,0.15737753,cow,cow,1,1496801.jpg,Train
0.28684685,0.19793399,0.23133327,0.18600893,cow,cow,1,2556813.jpg,Train
0.2759372,0.19027469,0.22857249,0.17512907,cow,cow,1,2577605.jpg,Train
0.2917937,0.20787533,0.23686926,0.18607233,cow,cow,1,4338979.jpg,Train
0.26256496,0.19694717,0.23201986,0.16658401,cow,cow,1,6088310.jpg,Train
0.27761626,0.20820591,0.22721435,0.19227509,cow,cow,1,5170689.jpg,Train
0.29013175,0.19744319,0.22910407,0.16271165,cow,cow,1,9182735.jpg,Train
0.3049501,0.20018445,0.22961529,0.17992632,cow,cow,1,2951713.jpg,Train
0.25662562,0.2124717,0.24816324,0.17731199,cow,cow,1,5031164.jpg,Train
0.2723599,0.18018126,0.22208013,0.16909185,cow,cow,1,5695489.jpg,Train
0.32769832,0.2063328,0.23212926,0.1853331,cow,cow,1,8319643.jpg,Train
0.27035165,0.22293507,0.23073763,0.19120204,cow,cow,1,3578394.jpg,Train
0.29992205,0.22452065,0.2373469,0.18695723,cow,cow,1,8223285.jpg,Train
0.25961733,0.15784714,0.20620285,0.17843139,cow,cow,1,4112447.jpg,Train
0.29096776,0.19569714,0.23082739,0.17166054,cow,cow,1,7566688.jpg,Train
0.29144102,0.2104197,0.22799851,0.16855164,cow,cow,1,4722244.jpg,Train
0.27494007,0.16978171,0.20534104,0.17496513,cow,cow,1,1356852.jpg,Train
0.29308525,0.19689086,0.23036256,0.19528979,cow,cow,1,8616208.jpg,Train
0.2461333,0.15796986,0.18645893,0.1517511,cow,cow,1,9154820.jpg,Train
0.27336046,0.21067247,0.23097134,0.17860629,cow,cow,1,6961860.jpg,Train
0.28301233,0.17093162,0.21695998,0.16221838,cow,cow,1,3340929.jpg,Train
0.2946605,0.21579656,0.2089522,0.18191707,cow,cow,1,9917752.jpg,Train
0.29303464,0.1685869,0.22089487,0.1644778,cow,cow,1,8874686.jpg,Train
0.2757044,0.2027098,0.22916512,0.18739074,cow,cow,1,8615885.jpg,Train
0.29333904,0.17380776,0.21755455,0.18255357,cow,cow,1,5312477.jpg,Train
0.25245312,0.17092694,0.21461216,0.16074744,cow,cow,1,2372324.jpg,Train
0.25559726,0.15464735,0.20188624,0.15742555,cow,cow,1,9821545.jpg,Train
0.25337893,0.1642148,0.18218254,0.1535989,cow,cow,1,7526441.jpg,Train
0.27185655,0.19124012,0.2290364,0.16469742,cow,cow,1,3287912.jpg,Train
0.23784399,0.21339878,0.23964725,0.21384947,horse,cow,0,1719008.jpg,Train
0.32633206,0.21962029,0.24384175,0.1847506,cow,cow,1,4292360.jpg,Train
0.29866073,0.18908468,0.22339474,0.17934692,cow,cow,1,4900952.jpg,Train
0.24233371,0.1999052,0.22063377,0.17503066,cow,cow,1,8037499.jpg,Train
0.3006123,0.1803259,0.22178525,0.17201692,cow,cow,1,7508582.jpg,Train
0.28338665,0.18691,0.19739321,0.1685993,cow,cow,1,2798085.jpg,Train
0.27526695,0.16599782,0.20565076,0.16750936,cow,cow,1,2353659.jpg,Train
0.2869062,0.18443158,0.21770567,0.17373075,cow,cow,1,3673443.jpg,Train
0.25175297,0.1582277,0.19681141,0.14993773,cow,cow,1,2056955.jpg,Train
0.26096973,0.1745517,0.22815831,0.17436564,cow,cow,1,6296781.jpg,Train
0.28565058,0.19935699,0.22216915,0.19117706,cow,cow,1,7304690.jpg,Train
0.29198605,0.20790708,0.2159486,0.19289348,cow,cow,1,3588112.jpg,Train
0.27311108,0.22207156,0.25759122,0.18829608,cow,cow,1,7906133.jpg,Train
0.2795644,0.17832445,0.19435059,0.16555807,cow,cow,1,4851249.jpg,Train
0.25616953,0.15798828,0.18038602,0.14838667,cow,cow,1,7823416.jpg,Train
0.25928414,0.17809354,0.2062802,0.16369335,cow,cow,1,8404299.jpg,Train
0.24615502,0.15727937,0.18404748,0.15064572,cow,cow,1,9721175.jpg,Train
0.26349697,0.16585974,0.19547407,0.15929334,cow,cow,1,6117794.jpg,Train
0.2782766,0.17304434,0.2060476,0.16081098,cow,cow,1,4103826.jpg,Train
0.23837094,0.16518189,0.19401534,0.1538833,cow,cow,1,3052358.jpg,Train
0.2886936,0.19859889,0.23304212,0.17933698,cow,cow,1,3446051.jpg,Train
0.28811908,0.18420096,0.22305135,0.18606767,cow,cow,1,8807084.jpg,Train
0.27241373,0.16047855,0.2007755,0.15567243,cow,cow,1,6330556.jpg,Train
0.2879001,0.19797622,0.22217701,0.1756791,cow,cow,1,5157743.jpg,Train
0.27336246,0.16301028,0.20731494,0.17726356,cow,cow,1,2504822.jpg,Train
0.2868292,0.18656005,0.22811787,0.19013302,cow,cow,1,9787639.jpg,Train
0.3051952,0.20998456,0.24778831,0.19802277,cow,cow,1,5587540.jpg,Train
0.3037374,0.19189186,0.22795285,0.17495215,cow,cow,1,9083610.jpg,Train
0.2594225,0.17147084,0.20806406,0.19094852,cow,cow,1,7768608.jpg,Train
0.26009738,0.18827885,0.21639527,0.17330584,cow,cow,1,5338894.jpg,Train
0.30953053,0.20869364,0.22946581,0.18347785,cow,cow,1,6618561.jpg,Train
0.30685645,0.20522448,0.24473701,0.1789849,cow,cow,1,5167441.jpg,Train
0.246345,0.20802535,0.23137493,0.15833986,cow,cow,1,6738128.jpg,Train
0.29182306,0.25083584,0.24867341,0.18305296,cow,cow,1,9463739.jpg,Train
0.27865183,0.20499305,0.23589768,0.17682299,cow,cow,1,9855602.jpg,Train
0.3135376,0.2196875,0.2444238,0.19510593,cow,cow,1,3636095.jpg,Train
0.2706677,0.16999207,0.20792371,0.17936142,cow,cow,1,7580118.jpg,Train
0.28677928,0.16878018,0.21365291,0.16921675,cow,cow,1,6788819.jpg,Train
0.2784823,0.17859876,0.2046194,0.161526,cow,cow,1,9005891.jpg,Train
0.28191268,0.1887406,0.2374641,0.18443595,cow,cow,1,3894775.jpg,Train
0.28875628,0.19704007,0.23075601,0.15540358,cow,cow,1,6323919.jpg,Train
0.30741054,0.20363499,0.22756761,0.18508759,cow,cow,1,7895836.jpg,Train
0.27804115,0.19594389,0.23168781,0.18537919,cow,cow,1,9745036.jpg,Train
0.24097425,0.17744806,0.21121505,0.16896941,cow,cow,1,4112487.jpg,Train
0.2769471,0.1797699,0.23848447,0.17840584,cow,cow,1,7104979.jpg,Train
0.27201533,0.17926568,0.19163641,0.16943148,cow,cow,1,9348901.jpg,Train
0.2628117,0.21771657,0.23345572,0.17068826,cow,cow,1,7979849.jpg,Train
0.27671155,0.19692917,0.21407631,0.18264137,cow,cow,1,2303125.jpg,Train
0.28021476,0.17539671,0.2141942,0.1743196,cow,cow,1,7424651.jpg,Train
0.30592012,0.19037999,0.22305183,0.18261157,cow,cow,1,9399802.jpg,Train
0.33287498,0.23026952,0.2501507,0.19747822,cow,cow,1,1089521.jpg,Train
0.27491942,0.16808313,0.1932772,0.1585974,cow,cow,1,9017701.jpg,Train
0.2697796,0.20067082,0.21411693,0.16182764,cow,cow,1,5960022.jpg,Train
0.26901594,0.1581254,0.22174656,0.16755286,cow,cow,1,3048538.jpg,Train
0.22767256,0.20485806,0.28772187,0.18789387,horse,cow,0,7936384.jpg,Train
0.30189362,0.18617867,0.21465166,0.17733248,cow,cow,1,5435455.jpg,Train
0.2647575,0.18653539,0.22190195,0.16707376,cow,cow,1,5246192.jpg,Train
0.3078242,0.19464746,0.22854315,0.1807443,cow,cow,1,4302566.jpg,Train
0.22831862,0.1831339,0.21326554,0.15989986,cow,cow,1,5490604.jpg,Train
0.27060768,0.17830978,0.20867294,0.15003249,cow,cow,1,7311076.jpg,Train
0.28164065,0.18009432,0.21307652,0.16518249,cow,cow,1,3476755.jpg,Train
0.28301996,0.18015581,0.2210642,0.18621148,cow,cow,1,1671176.jpg,Train
0.24694319,0.17635654,0.24695867,0.18448947,horse,cow,0,4285384.jpg,Train
0.295604,0.19144294,0.21008275,0.17786726,cow,cow,1,9408788.jpg,Train
0.29607975,0.18429382,0.2124076,0.16902429,cow,cow,1,5430868.jpg,Train
0.30531126,0.20252134,0.23108374,0.18524072,cow,cow,1,5299679.jpg,Train
0.28849116,0.18078384,0.23762807,0.18949613,cow,cow,1,6788979.jpg,Train
0.2910465,0.20707577,0.24746497,0.1833112,cow,cow,1,3870222.jpg,Train
0.30129787,0.2078966,0.23291375,0.17974013,cow,cow,1,5617260.jpg,Train
0.27657643,0.17922917,0.19612052,0.15861313,cow,cow,1,2643866.jpg,Train
0.26803124,0.18611908,0.24271844,0.15015343,cow,cow,1,7500687.jpg,Train
0.2597057,0.16264994,0.20005317,0.15902488,cow,cow,1,1434860.jpg,Train
0.27170607,0.1636195,0.20600721,0.17245214,cow,cow,1,2088959.jpg,Train
0.26813927,0.17401521,0.20159747,0.15724875,cow,cow,1,4537208.jpg,Train
0.29398003,0.19860065,0.24238582,0.168398,cow,cow,1,5973498.jpg,Train
0.28900737,0.19693045,0.24504328,0.16523035,cow,cow,1,4577162.jpg,Train
0.25711992,0.1524989,0.19632271,0.15219468,cow,cow,1,5142007.jpg,Train
0.31407452,0.2017297,0.23614669,0.17534097,cow,cow,1,8006875.jpg,Train
0.29896674,0.19051719,0.23909979,0.17588688,cow,cow,1,6821671.jpg,Train
0.3068235,0.20606562,0.23424205,0.19287643,cow,cow,1,1898125.jpg,Train
0.25987592,0.14802042,0.18103984,0.15488037,cow,cow,1,9417454.jpg,Train
0.29462197,0.19102108,0.22816706,0.1695512,cow,cow,1,3492411.jpg,Train
0.2891201,0.19158152,0.2312547,0.17282747,cow,cow,1,8245248.jpg,Train
0.2653235,0.17211719,0.19733833,0.17013565,cow,cow,1,4779478.jpg,Train
0.27535173,0.19119944,0.21409804,0.15969187,cow,cow,1,5007956.jpg,Train
0.27729034,0.21680512,0.26424426,0.17531255,cow,cow,1,6299658.jpg,Train
0.2672606,0.17698833,0.24653563,0.16596325,cow,cow,1,7171707.jpg,Train
0.30349866,0.23661527,0.2643924,0.19181328,cow,cow,1,4701312.jpg,Train
0.29494312,0.19869049,0.23350051,0.18426244,cow,cow,1,1218242.jpg,Train
0.24575745,0.16524051,0.2027616,0.1701894,cow,cow,1,1992965.jpg,Train
0.26366863,0.18716358,0.23100825,0.16870959,cow,cow,1,4568334.jpg,Train
0.28600156,0.19480489,0.24033459,0.16350506,cow,cow,1,4235297.jpg,Train
0.2807076,0.19972616,0.2359929,0.16687901,cow,cow,1,2208298.jpg,Train
0.27122733,0.21771841,0.21924442,0.18220788,cow,cow,1,6748802.jpg,Train
0.29865897,0.18643524,0.20265429,0.16509159,cow,cow,1,1410486.jpg,Train
0.20451719,0.18936281,0.2769579,0.16423967,horse,cow,0,8341833.jpg,Train
0.27064833,0.16876446,0.2157248,0.16547567,cow,cow,1,6371284.jpg,Train
0.23485486,0.16059004,0.21661533,0.17013572,cow,cow,1,1185859.jpg,Train
0.2952118,0.18899874,0.24512552,0.19653428,cow,cow,1,8389252.jpg,Train
0.2554747,0.18223244,0.23512882,0.16505058,cow,cow,1,8953617.jpg,Train
0.2904764,0.17943887,0.21494047,0.17749228,cow,cow,1,1461041.jpg,Train
0.2780596,0.17064098,0.2035733,0.16892844,cow,cow,1,8413876.jpg,Train
0.26734844,0.16512227,0.21909207,0.15363087,cow,cow,1,7883099.jpg,Train
0.30257627,0.21512173,0.23205169,0.19555163,cow,cow,1,2050513.jpg,Train
0.26755297,0.16520397,0.20637234,0.15404549,cow,cow,1,2094551.jpg,Train
0.25183666,0.14647134,0.18694307,0.16267446,cow,cow,1,4846816.jpg,Train
0.27815023,0.21201423,0.20358992,0.15727791,cow,cow,1,4921655.jpg,Train
0.30033663,0.18026638,0.22416934,0.1799919,cow,cow,1,9683611.jpg,Train
0.29560956,0.19149062,0.23239005,0.16855241,cow,cow,1,3419055.jpg,Train
0.28422913,0.18968925,0.22559443,0.17986861,cow,cow,1,1926055.jpg,Train
0.24182546,0.14246908,0.17827037,0.15010948,cow,cow,1,5784240.jpg,Train
0.30045888,0.20852521,0.22609992,0.17429668,cow,cow,1,2488303.jpg,Train
0.2993626,0.20171587,0.23061007,0.1835072,cow,cow,1,8184965.jpg,Train
0.3127015,0.1971,0.23017594,0.19172904,cow,cow,1,7113913.jpg,Train
0.2920609,0.2027486,0.23064451,0.17968188,cow,cow,1,6027035.jpg,Train
0.24493112,0.15128043,0.1810418,0.16064215,cow,cow,1,8112522.jpg,Train
0.28368288,0.19793591,0.24177898,0.16526747,cow,cow,1,4630143.jpg,Train
0.25702438,0.21747915,0.24659942,0.19057372,cow,cow,1,4960351.jpg,Train
0.30752844,0.20769483,0.24368545,0.16741134,cow,cow,1,8642833.jpg,Train
0.28028777,0.18643527,0.21195973,0.1795198,cow,cow,1,6912633.jpg,Train
0.17401424,0.18489586,0.19468717,0.19972004,spider,cow,0,4433431.jpg,Train
0.2847201,0.17675841,0.21196899,0.16322528,cow,cow,1,6404396.jpg,Train
0.29254198,0.19952123,0.22872144,0.19739154,cow,cow,1,7205703.jpg,Train
0.2551919,0.16327387,0.20678805,0.16295318,cow,cow,1,4580758.jpg,Train
0.23066305,0.16442183,0.23517047,0.15622903,horse,cow,0,1260229.jpg,Train
0.28285977,0.180871,0.21943593,0.17603873,cow,cow,1,6006819.jpg,Train
0.2515023,0.16758353,0.20580894,0.17201616,cow,cow,1,2976722.jpg,Train
0.29951513,0.19824497,0.22283632,0.16658205,cow,cow,1,2365832.jpg,Train
0.28041813,0.15834202,0.19726385,0.1730832,cow,cow,1,9842905.jpg,Train
0.28614998,0.17673354,0.20890583,0.18376225,cow,cow,1,1402146.jpg,Train
0.25190565,0.18709698,0.2108564,0.16006997,cow,cow,1,3735315.jpg,Train
0.3073888,0.19844583,0.2313873,0.19093458,cow,cow,1,1254417.jpg,Train
0.25258136,0.18647091,0.21210738,0.15571205,cow,cow,1,7563420.jpg,Train
0.29892778,0.18932565,0.23404144,0.1776043,cow,cow,1,4586857.jpg,Train
0.29234347,0.20978016,0.23570293,0.18777849,cow,cow,1,3873016.jpg,Train
0.28330553,0.20816442,0.22962496,0.18105349,cow,cow,1,7875184.jpg,Train
0.28993234,0.2516302,0.23007528,0.17393856,cow,cow,1,9380930.jpg,Train
0.2867829,0.20745446,0.23427922,0.17470016,cow,cow,1,1606170.jpg,Train
0.27527273,0.16796727,0.21453013,0.17639008,cow,cow,1,5636544.jpg,Train
0.26202673,0.18831512,0.20139919,0.16187502,cow,cow,1,8622730.jpg,Train
0.24785887,0.16254248,0.18752117,0.16124839,cow,cow,1,2169900.jpg,Train
0.2660454,0.17921591,0.20216574,0.1576078,cow,cow,1,6973409.jpg,Train
0.25194716,0.22294709,0.238111,0.17232507,cow,cow,1,8074895.jpg,Train
0.27582833,0.18784615,0.2208525,0.18281265,cow,cow,1,2824887.jpg,Train
0.26031113,0.2191496,0.21484692,0.17715321,cow,cow,1,9022736.jpg,Train
0.3008996,0.18298128,0.22827646,0.18651429,cow,cow,1,4347868.jpg,Train
0.29283875,0.18008591,0.23574528,0.17610414,cow,cow,1,9385519.jpg,Train
0.29743293,0.19164656,0.2500488,0.19802172,cow,cow,1,6670492.jpg,Train
0.3002696,0.23625304,0.2413397,0.19072846,cow,cow,1,2815455.jpg,Train
0.29983753,0.2066153,0.23629898,0.17554483,cow,cow,1,7593467.jpg,Train
0.29045138,0.19798069,0.2178159,0.17523128,cow,cow,1,8379460.jpg,Train
0.29526335,0.20764658,0.22218399,0.16835243,cow,cow,1,7470918.jpg,Train
0.26485613,0.1685739,0.18685149,0.16262646,cow,cow,1,8489286.jpg,Train
0.29700634,0.18222038,0.20665056,0.16429451,cow,cow,1,6006944.jpg,Train
0.29682755,0.18542865,0.22363296,0.18500589,cow,cow,1,9705887.jpg,Train
0.29614073,0.19050393,0.20624705,0.1772302,cow,cow,1,5411221.jpg,Train
0.29556134,0.18420483,0.2264971,0.1893611,cow,cow,1,7122517.jpg,Train
0.2753294,0.17338704,0.21042466,0.17108902,cow,cow,1,4900671.jpg,Train
0.28727764,0.22422478,0.23582156,0.18583669,cow,cow,1,2774101.jpg,Train
0.25715366,0.16994129,0.19550315,0.15722202,cow,cow,1,4194861.jpg,Train
0.29357788,0.1812479,0.21612556,0.17742062,cow,cow,1,2654560.jpg,Train
0.2735296,0.1651418,0.20485097,0.15778875,cow,cow,1,5249013.jpg,Train
0.2925854,0.1862692,0.22409001,0.18092293,cow,cow,1,1802651.jpg,Train
0.30795217,0.22212347,0.23404266,0.18336271,cow,cow,1,3364219.jpg,Train
0.2805987,0.1769156,0.21160178,0.1585139,cow,cow,1,8933805.jpg,Train
0.29389727,0.19747795,0.2264258,0.1809479,cow,cow,1,4620145.jpg,Train
0.23273696,0.18434489,0.23102146,0.13933527,cow,cow,1,8513184.jpg,Train
0.27608716,0.20046963,0.2207772,0.1835627,cow,cow,1,5058601.jpg,Train
0.25716266,0.16554317,0.19770084,0.16354188,cow,cow,1,9386576.jpg,Train
0.28862903,0.20785984,0.22465777,0.18334271,cow,cow,1,2229781.jpg,Train
0.2797497,0.17578644,0.2235336,0.16422692,cow,cow,1,1551441.jpg,Train
0.30571118,0.19234955,0.22432877,0.1773484,cow,cow,1,5991041.jpg,Train
0.26772276,0.17317693,0.20332736,0.16738492,cow,cow,1,4076399.jpg,Train
0.2756595,0.18035845,0.20761935,0.1648246,cow,cow,1,3434271.jpg,Train
0.2534917,0.17518987,0.20136237,0.16963086,cow,cow,1,2128792.jpg,Train
0.30155778,0.19385137,0.21621811,0.18295424,cow,cow,1,3810000.jpg,Train
0.29505444,0.18005492,0.22160903,0.18372786,cow,cow,1,8686721.jpg,Train
